Naziv	Broj korisnika	Lon	Lat
DSLAM-1207	347	17,7897	45,3783
DSLAM-1208	135	17,7041	45,0323
DSLAM-1209	200	17,6357	45,097
DSLAM-1210	354	17,9366	45,3857
DSLAM-1211	253	17,9462	45,0843
DSLAM-1212	129	18,1189	45,0346
DSLAM-1213	60	17,1973	45,2505
DSLAM-1214	187	18,1009	45,3108
DSLAM-1215	369	17,5489	45,0178
DSLAM-1216	340	17,4993	44,9936
DSLAM-1217	180	18,345	44,9234
DSLAM-1218	386	18,0055	45,0419
DSLAM-1219	349	18,372	45,3299
DSLAM-1220	320	17,3573	45,1798
DSLAM-1221	396	17,5985	45,1722
DSLAM-1222	83	17,3853	45,3443
DSLAM-1223	228	17,7916	45,0974
DSLAM-1224	59	17,9599	44,9573
DSLAM-1225	399	18,185	45,1986
DSLAM-1226	46	17,4051	45,2947
DSLAM-1227	91	18,2093	44,9799
DSLAM-1228	375	17,4157	45,3819
DSLAM-1229	224	17,8463	45,1905
DSLAM-1230	128	18,3304	44,9611
DSLAM-1231	185	18,6932	45,7747
DSLAM-1232	249	18,1436	45,6654
DSLAM-1233	274	18,4325	45,6203
DSLAM-1234	79	18,3498	45,1665
DSLAM-1235	74	18,3308	45,7866
DSLAM-1236	97	18,0444	45,4907
DSLAM-1237	101	17,951	45,305
DSLAM-1238	47	18,7577	45,7444
DSLAM-1239	252	18,4391	45,2614
DSLAM-1240	374	18,6046	45,5351
DSLAM-1241	292	18,7	45,4449
DSLAM-1242	180	18,1196	45,5632
DSLAM-1243	143	18,1886	45,502
DSLAM-1244	227	18,7756	45,6772
DSLAM-1245	123	15,9295	45,6381
DSLAM-1246	160	16,3762	45,7306
DSLAM-1247	216	15,6925	45,922
DSLAM-1248	293	16,0939	45,5132
DSLAM-1249	311	16,361	45,7876
DSLAM-1250	124	16,4477	45,6804
DSLAM-1251	78	16,3778	45,7375
DSLAM-1252	309	15,9907	45,7771
DSLAM-1253	48	16,53	45,9056
DSLAM-1254	162	16,2122	45,7926
DSLAM-1255	42	15,7744	46,0195
DSLAM-1256	114	16,3356	45,905
DSLAM-1257	348	16,0377	45,7552
DSLAM-1258	218	15,8269	45,6936
DSLAM-1259	250	17,5316	45,1903
DSLAM-1260	380	18,1018	45,0265
DSLAM-1261	325	17,8371	45,0996
DSLAM-1262	178	17,3351	45,3633
DSLAM-1263	395	18,1771	45,0537
DSLAM-1264	299	17,5474	45,2514
DSLAM-1265	337	17,9248	45,3276
DSLAM-1266	51	17,6537	45,2296
DSLAM-1267	75	18,133	45,1787
DSLAM-1268	245	18,1315	44,9579
DSLAM-1269	380	17,2451	45,2449
DSLAM-1270	183	17,4854	45,3134
DSLAM-1271	380	17,3843	45,1594
DSLAM-1272	374	17,6616	45,0541
DSLAM-1273	291	17,3727	45,3883
DSLAM-1274	325	16,536	46,2557
DSLAM-1275	121	16,3734	46,4219
DSLAM-1276	53	16,5401	46,4032
DSLAM-1277	262	16,4547	46,3557
DSLAM-1278	153	18,6153	45,7825
DSLAM-1279	61	18,6181	45,6745
DSLAM-1280	392	18,4996	45,6791
DSLAM-1281	101	18,7626	45,5102
DSLAM-1282	286	18,492	45,1993
DSLAM-1283	312	18,1997	45,8474
DSLAM-1284	368	18,223	45,6531
DSLAM-1285	358	18,8157	45,6729
DSLAM-1286	219	17,7997	45,639
DSLAM-1287	170	18,4848	45,6005
DSLAM-1288	257	18,7749	45,9397
DSLAM-1289	166	18,22	45,4215
DSLAM-1290	157	18,0779	45,1882
DSLAM-1291	336	18,2339	45,4225
DSLAM-1292	246	18,397	45,643
DSLAM-1293	254	18,2999	45,8989
DSLAM-1294	367	18,6028	45,5481
DSLAM-1295	181	18,8321	45,3817
DSLAM-1296	377	18,4884	45,6557
DSLAM-1297	297	18,3186	45,5326
DSLAM-1298	66	18,6025	44,9408
DSLAM-1299	385	19,0279	44,8005
DSLAM-1300	131	15,5132	45,5324
DSLAM-1301	85	15,9565	45,4983
DSLAM-1302	312	15,8702	45,4616
DSLAM-1303	246	15,8162	45,943
DSLAM-1304	168	16,0825	45,5986
DSLAM-1305	280	15,5371	45,6982
DSLAM-1306	148	15,9038	45,5777
DSLAM-1307	347	15,7875	45,767
DSLAM-1308	181	16,1417	45,7095
DSLAM-1309	158	15,7341	45,8985
DSLAM-1310	213	15,9271	45,6881
DSLAM-1311	362	16,1752	45,9079
DSLAM-1312	308	16,113	46,0744
DSLAM-1313	178	16,1171	45,8444
DSLAM-1314	212	15,9875	45,8046
DSLAM-1315	43	15,8241	45,6567
DSLAM-1316	258	16,4408	46,1685
